# Model selection/average corrs:
1.000000000000000000e+00 9.606301499268845578e-01 -8.658623293239327001e-01
9.606301499268845578e-01 1.000000000000000000e+00 -9.575356773815268951e-01
-8.658623293239327001e-01 -9.575356773815268951e-01 1.000000000000000000e+00
1.000000000000000000e+00 9.712187612651589363e-01 -8.680675778514365115e-01
9.712187612651589363e-01 1.000000000000000000e+00 -9.551693559768184016e-01
-8.680675778514365115e-01 -9.551693559768184016e-01 1.000000000000000000e+00
