# Model selection/average corrs:
1.000000000000000000e+00 9.930718077030502577e-01 -9.440286732868967690e-01
9.930718077030502577e-01 1.000000000000000000e+00 -9.724664568146270671e-01
-9.440286732868967690e-01 -9.724664568146270671e-01 1.000000000000000000e+00
1.000000000000000000e+00 9.911888060427961333e-01 -9.497822697309959983e-01
9.911888060427961333e-01 1.000000000000000000e+00 -9.812361530506915619e-01
-9.497822697309959983e-01 -9.812361530506915619e-01 1.000000000000000000e+00
