# Model selection/average corrs:
1.000000000000000000e+00 9.874474354516979968e-01 -9.172096973277672483e-01
9.874474354516979968e-01 1.000000000000000000e+00 -9.620362809711872076e-01
-9.172096973277672483e-01 -9.620362809711872076e-01 1.000000000000000000e+00
1.000000000000000000e+00 9.874474354532778442e-01 -9.172096973276189225e-01
9.874474354532778442e-01 1.000000000000000000e+00 -9.620362809726726860e-01
-9.172096973276189225e-01 -9.620362809726726860e-01 1.000000000000000000e+00
