# Model selection/average corrs:
1.000000000000000000e+00 9.606925388359891516e-01 -8.656150569629945668e-01
9.606925388359891516e-01 1.000000000000000000e+00 -9.573122187504603531e-01
-8.656150569629945668e-01 -9.573122187504603531e-01 1.000000000000000000e+00
1.000000000000000000e+00 9.703727286821901554e-01 -8.649634487357326096e-01
9.703727286821901554e-01 1.000000000000000000e+00 -9.542475141085121626e-01
-8.649634487357326096e-01 -9.542475141085121626e-01 1.000000000000000000e+00
