2.402047589669225602e-01 4.713919552091453413e-01 5.290578662423440770e-01 6.126923994255354389e-01 6.480658070813725136e-01 3.091864130178806347e-01 5.761102087416373196e-01 7.206353750159535387e-01 1.126443746521433864e-01 2.465420198875056812e-01 7.485092549790379746e-01 -5.766165470737606435e-01 6.395864501469081809e-01 7.740795508888400622e-01
2.596800145330680487e-01 4.145675558876863454e-01 5.384064702713192707e-01 5.640029850717186433e-01 6.012979553121668985e-01 2.972705567501898738e-02 8.445852392704955580e-02 6.350041758948086201e-01 5.173993829219580842e-02 5.920637682748486341e-02 6.858493592753247547e-01 -3.189194751851452958e-01 5.531049989957439461e-01 7.936573048483155368e-01
2.852310056529264171e-01 4.936598445259589019e-01 5.290359138706678399e-01 5.898981005866573701e-01 6.302487213323504367e-01 3.396400531778377418e-01 5.471426668896269829e-01 5.536293384708879106e-01 -1.429712855682493400e-01 -6.292317374028555399e-02 7.704231038724060898e-01 1.919133292113504030e-01 5.988609927713952619e-01 8.713920372161112482e-01
1.827840570434118850e-01 4.803211701887256657e-01 5.518120461655612319e-01 6.044991266015365960e-01 5.742564598315402780e-01 4.812849267608322323e-01 5.227898353829888434e-01 5.673729497453829929e-01 7.073303667938773964e-01 3.961142937599984037e-01 7.992614205909647218e-01 3.708876005297414569e-01 6.318554140726482249e-01 8.009916164627304269e-01
3.855343562034014293e-01 5.304254316506137323e-01 5.691521431515501606e-01 6.136792153346507517e-01 6.341848479562519625e-01 6.552467060598320403e-01 6.858140290603959022e-01 9.074805561106251695e-01 1.036291634475058565e+00 7.887740293673006775e-01 8.252539385826336282e-01 -5.123211666699576394e-01 8.031728145013874443e-01 8.805116264033521212e-01
3.246374864559716245e-01 5.120005802984956000e-01 5.570728270426396067e-01 6.269316266881045374e-01 6.445971417674098980e-01 4.910384630793981353e-01 6.850662893205275994e-01 5.925905055439384395e-01 5.603456571848804968e-01 1.183919621420890467e+00 9.013400997686440430e-01 9.944635628785565284e-01 7.290318529894181943e-01 7.941653972232598502e-01
4.351326282696966197e-01 4.320199654021904534e-01 5.618211599763339725e-01 6.128315287102669151e-01 6.318294387570932980e-01 5.922116783492351599e-01 9.173208490642340562e-01 7.867977008287643237e-01 8.963952000569627154e-01 1.079472853684132039e+00 7.294659564093288751e-01 6.210456953330694141e-01 8.358873574705756315e-01 8.143975595702344084e-01
4.513357236933283612e-01 5.293623674309245741e-01 5.379777335459988707e-01 6.198460586324877619e-01 6.731299779179229503e-01 8.688600879105884411e-01 1.007064700946156410e+00 9.429028976755333691e-01 1.102916080907244911e+00 9.262864715135104010e-01 7.379810401551682997e-01 5.781672413555258849e-01 8.151525621884208039e-01 8.262306930573941610e-01
3.013520786878953195e-01 4.823022292328859040e-01 5.830269501851818026e-01 6.206946467227959507e-01 6.252215891406982529e-01 9.889945212819423181e-01 5.890842320397168264e-01 6.964615352706362561e-01 8.914958089357346571e-01 7.688072547531228373e-01 7.545974816360507820e-01 1.107640478891475322e+00 7.967503327633371768e-01 7.575948773030660721e-01
6.059482330079881685e-01 4.583254252744451973e-01 5.838026032194186810e-01 6.269801695569990896e-01 6.563797890344928998e-01 7.806870102252975174e-01 9.641131445770464437e-01 8.885633617762347392e-01 1.118760189438479102e+00 9.305829825688820556e-01 8.168661115908844028e-01 1.257982517955930968e+00 9.336752098571881042e-01 8.467305343069764234e-01
4.166446666691013268e-01 5.168879860549128180e-01 5.588840559777220607e-01 5.922646229778473215e-01 6.071119022023008238e-01 9.224446937782518896e-01 7.596460293056647162e-01 5.744588999986597333e-01 6.262012987428801081e-01 6.454136243877031109e-01 7.143449808885997676e-01 7.400402232075669051e-01 7.711201594158965111e-01 7.778124224025433353e-01
3.225740771369705606e-01 4.924296365102095452e-01 5.692751708622939555e-01 6.160956103266045369e-01 6.294204120701909488e-01 6.590928909917431744e-01 9.563489162028829815e-01 9.365170700740641507e-01 1.002430090689968356e+00 9.684277240069629755e-01 7.425643498167515677e-01 1.419157061224775251e+00 8.926650209714475093e-01 8.196418654506432144e-01
4.252729430316240511e-01 4.983736854685457685e-01 5.850201963835669483e-01 6.082040818576474051e-01 6.648602529933598237e-01 9.740182015044703823e-01 8.602573989493312867e-01 8.585787011115051381e-01 1.577347829164497561e+00 1.073304540002643082e+00 9.856523558054430811e-01 5.370574274568145068e-01 9.054718826788135111e-01 8.222344223600548396e-01
3.469095498611275974e-01 4.729183766841423830e-01 5.076561168403793678e-01 5.839283233205098123e-01 6.408206609965121370e-01 1.218321942209664721e-01 7.542836021908990718e-01 6.638684154170078067e-01 6.671307967773544290e-01 2.495592081911046645e-01 6.907039314048899481e-01 5.881219586409494049e-01 6.999815149780772572e-01 8.974934369442675308e-01
3.407967395448071035e-01 4.961119054349431012e-01 5.761413075552511698e-01 6.272899031236035539e-01 6.516684581984786284e-01 8.937492603782838385e-01 7.243554400306256857e-01 6.813039946509820144e-01 1.131574420129390912e+00 8.591119101506825562e-01 6.791507525327977746e-01 6.082526409248421029e-01 8.265946613508909913e-01 7.935088128921499173e-01
4.251524836388011486e-01 4.739386943998885604e-01 5.519216412763502388e-01 5.914400434659136119e-01 6.404999554136538986e-01 9.612433223511226421e-01 6.997990191063013787e-01 7.242657413206319283e-01 8.015345567783803693e-01 5.663396835081906389e-01 8.317664493831176120e-01 6.228158948715718513e-01 8.831302998666266113e-01 8.019728087073547673e-01
3.683498574327169206e-01 5.283143490289524680e-01 5.822192444379140630e-01 6.224276894418369066e-01 6.419900173925923159e-01 1.168798357013653533e+00 8.993028138099444790e-01 7.612993457060956981e-01 1.207925231419920920e+00 8.444180764883106871e-01 8.962362289982654939e-01 1.358923919303073102e+00 9.799560093734669408e-01 8.531186046033309989e-01
3.391127091178003927e-01 4.922428362688747727e-01 5.525527677922718039e-01 6.089744042156631787e-01 5.293170317701452188e-01 7.175187503319350180e-01 5.883780192542727994e-01 6.460920419271716231e-01 1.553721079259361426e-01 5.312539236162088230e-01 6.012110052216734779e-01 3.051127585711639334e-01 7.037391730041737681e-01 8.784101534803234745e-01
2.517018379874895184e-01 4.571856403516071365e-01 5.418663334224619321e-01 5.997166971275843528e-01 6.386912388780972005e-01 6.626128726699235250e-01 5.931214742680089858e-01 6.893694302853810019e-01 8.836293141763537085e-01 7.918110682691037461e-01 8.416094153110371678e-01 -8.891659467620272039e-04 8.122442314397715357e-01 8.192648218452915909e-01
4.690667381105722566e-01 5.119699093845923032e-01 5.647041362254464625e-01 6.248663677118219129e-01 6.304488310718134869e-01 4.395599509742057487e-01 5.013909113933491257e-01 6.752667461877734922e-01 5.239507595219113911e-01 3.624236523015420541e-01 6.589320815053081315e-01 6.877285033178852647e-01 7.376406958144856585e-01 7.748846467773460311e-01
3.204575099716471809e-01 4.619347036230122550e-01 5.536857280370625078e-01 5.960790916195729539e-01 5.787562377011490344e-01 3.946850139627299248e-01 3.639708248618748199e-01 7.815876878418925866e-01 7.081716295754506563e-01 7.130607063520650879e-01 7.801350295199394047e-01 1.144369969892855998e+00 8.273819031227143128e-01 8.583391780802638316e-01
3.823470352104270664e-01 5.225471404364722128e-01 5.553629327273151839e-01 5.975871658822010657e-01 5.568336790137176084e-01 4.357933691096526063e-01 5.243232832883971684e-01 7.297610326629360156e-01 9.893552652843112805e-01 1.101235736028043588e+00 8.135862782002987181e-01 1.283255212458325190e+00 9.437925146568031387e-01 7.883939993794155665e-01
3.115518800596435711e-01 4.941275232284078056e-01 5.557494696481025676e-01 5.923134663596897331e-01 6.863436220135259447e-01 7.270313621994642928e-01 9.849901782155908725e-01 5.983092772012690297e-01 4.283853774776124057e-01 5.244926083515257798e-01 5.961217295647669445e-01 1.200810741014121996e+00 8.205302504662947971e-01 8.821933726905386575e-01
3.270462143304707081e-01 4.876763602105672613e-01 5.699507449645700996e-01 6.174841089790280568e-01 6.285104606064351174e-01 7.728241171936897080e-01 8.509650056017782349e-01 7.062742372308441485e-01 8.938890097149067016e-01 8.843374317474739232e-01 8.259708764546356274e-01 8.704877868981131250e-01 9.059951428827499598e-01 8.667155277328704166e-01
3.104066468567450721e-01 4.739134590438059957e-01 5.712193107182405027e-01 6.094608031948657301e-01 6.788162879964663166e-01 5.910280294318129846e-01 5.492553354827619527e-01 6.180198738196331920e-01 9.577789262870658460e-01 7.274368985963666212e-01 7.588271986499415256e-01 1.758591132068854090e-01 8.959321928881447406e-01 8.167658152767585111e-01
5.766199109451060067e-01 5.000488550462719450e-01 5.663523205490840207e-01 6.250228775903473588e-01 6.376812048307765046e-01 5.213794634648815096e-01 5.660802555168956696e-01 6.982879091278380024e-01 3.973555982476949522e-01 6.496686065005845556e-01 8.951542636706277811e-01 2.286827217636586695e-01 7.720244964491325135e-01 8.112681784009763142e-01
4.368303042548305481e-01 5.005695536380786459e-01 5.772922150026879029e-01 6.422195500591224571e-01 6.349636376250458181e-01 8.122856079080292835e-01 9.112577984916084839e-01 8.752803590906990117e-01 1.035510427037960035e+00 9.998697251836097255e-01 9.310922468465039348e-01 6.590622364579670212e-01 1.004538982847660522e+00 9.188849078883163379e-01
2.584365655081471425e-01 5.049943529958528243e-01 5.926816104742443914e-01 6.383351126859214686e-01 6.225206942598118243e-01 5.916723519241878781e-01 7.797246873836695125e-01 6.399830605429257524e-01 2.242449904825895013e-01 4.669965600708789744e-01 7.255977184283486370e-01 1.247683150409919284e+00 8.428178635193996904e-01 8.538146942919850879e-01
2.865964176247620121e-01 5.060946186140214964e-01 5.852109710902134720e-01 6.412129549466806244e-01 6.592233174773964866e-01 1.011208469841972768e+00 8.030936209328271014e-01 7.506842356238410119e-01 9.987531698452672968e-01 8.751760440063620639e-01 8.229640793925991904e-01 1.186577649551784353e+00 8.914616477650876281e-01 8.067724974372898483e-01
3.567245294732254712e-01 4.809506201997330033e-01 5.403336835041220310e-01 5.769002979883722793e-01 5.768342802993462470e-01 4.285084323411397778e-01 3.579148465279821112e-01 4.951247794524140655e-01 3.839784498152395420e-01 2.676024272348984656e-01 7.003436146728352352e-01 3.008748029959011916e-01 6.590118425613442632e-01 8.602943493664110264e-01
3.965006554887727241e-01 5.339647283738627737e-01 5.980583907623510109e-01 6.488730034920441314e-01 6.881508162456730915e-01 7.770376924608294322e-01 8.837031394371307469e-01 9.366617675786039765e-01 1.317888177423043317e+00 1.170221946226484455e+00 1.047258755383809969e+00 1.056976107618038840e+00 1.009640309658792257e+00 9.055108998802929854e-01
3.505091252134929225e-01 5.006933593562853391e-01 5.627270576660866608e-01 5.944353998291657115e-01 6.153971551534749285e-01 1.633264080803942253e-02 6.774818581093308145e-01 7.242225080477844301e-01 4.607861186766722961e-01 8.418192522105996112e-01 7.360141671577256073e-01 -2.332102264881342757e-01 7.311346515298258186e-01 8.153978471452878463e-01
2.547575291849432655e-01 5.447084187993648241e-01 6.215743266751209140e-01 6.532743681291318660e-01 7.128428497411500864e-01 1.140082262910523614e+00 8.888472598844462391e-01 1.069030814094169335e+00 1.043604014154821069e+00 1.674869165888997147e+00 9.898548743327617583e-01 1.353805005336482736e+00 1.097321798592488129e+00 8.498044639676372025e-01
4.197473047264935198e-01 5.119947985348426434e-01 5.569789566271262649e-01 5.996285639851101079e-01 5.822223452757058215e-01 2.434263561847062052e-01 2.434124457755456605e-01 5.305884145269459395e-01 5.515101225575721466e-01 1.908760798504969269e-01 7.405944674881606016e-01 6.326773454769809568e-01 7.570854915580018663e-01 7.533023200919126694e-01
1.676200601612209407e-01 4.461533523748061336e-01 5.347464965246234714e-01 6.032127902906677663e-01 6.442935464563195325e-01 5.876951384016692037e-01 5.375090239300089889e-01 7.515887601542352581e-01 5.168800035326178710e-01 2.698392933759743428e-01 7.597238684767062544e-01 -8.647066173935920030e-01 7.479522730998231506e-01 9.051894456288278601e-01
3.783237922337003289e-01 5.191280519053264042e-01 5.695669106847579544e-01 6.417382445951719250e-01 6.700360552877901998e-01 1.129112347543467898e+00 9.925155118601206583e-01 8.911436408588351288e-01 9.810957144640398697e-01 1.008739599961406608e+00 8.678700981401308301e-01 1.915404130204021449e+00 1.027237885759213487e+00 9.016789035771923810e-01
2.317545098557011740e-01 5.067126607593180898e-01 5.616097001721792603e-01 6.237534113109163281e-01 6.728357635648514190e-01 3.473526922215933732e-01 4.687233972806538196e-01 7.092236493019112853e-01 9.254104291262466031e-02 -6.308392070444379662e-02 8.143638240517754312e-01 -3.741782368262216441e-01 7.612658187415488609e-01 8.610034671760964375e-01
3.744364111431381370e-01 5.495048953385702761e-01 5.916213489286358262e-01 6.120136162017423276e-01 6.899644008065257683e-01 9.242182073444981105e-01 1.005586192411243029e+00 8.819410942228527173e-01 8.460542195796209031e-01 9.642593734080870949e-01 8.798503957046626134e-01 1.190890094717394598e+00 9.559546164306247373e-01 8.413646109719528088e-01
3.568215517932029068e-01 5.281521117560402656e-01 5.620686005905582983e-01 6.275049552316290802e-01 6.812446376453131780e-01 9.113064589117686465e-01 7.826939331623196106e-01 7.176451786044986125e-01 1.125816508113868242e+00 1.091385121847927353e+00 8.676424360823646875e-01 1.225814214704675553e+00 8.651918731869994161e-01 8.944048654459266778e-01
3.819628624806413186e-01 5.018323846625717399e-01 5.322522962411105896e-01 5.965356423689870402e-01 5.866096319676696869e-01 4.850591694351739092e-01 4.818427193998396918e-01 4.797691319170411806e-01 2.833491534989042160e-01 -1.055827125954269530e-01 6.680198669141208523e-01 3.594305540671032251e-01 7.424515844689942856e-01 7.928546740414501581e-01
2.641660657506275656e-01 4.920733125862885027e-01 5.533328368562288047e-01 5.980990380137317652e-01 5.872973300497876803e-01 4.284111586294835350e-01 4.867536673448790152e-01 5.617074240209749547e-01 5.982794756465973363e-01 8.437120717627655253e-01 6.000307494601162528e-01 1.295357759272043996e+00 8.162743907177720804e-01 7.693771749372444457e-01
5.798310328073950082e-01 5.427120738876135553e-01 6.070040305510576717e-01 6.416808289003966825e-01 7.138433024269406069e-01 7.555198519659728218e-01 7.720476861801114365e-01 8.548825022492612113e-01 1.091641868488453682e+00 9.444779531196012545e-01 7.521761274821912036e-01 1.706221951549223403e+00 9.001523202641512622e-01 7.930198660889378193e-01
2.773791484387895800e-01 4.813543536827659119e-01 5.955475472518708679e-01 6.278214821646251886e-01 7.053531104738970381e-01 9.921097808244417893e-01 7.618165940728790497e-01 8.345552968328469046e-01 1.004765049733384874e+00 8.752326264996816985e-01 7.738443558196221872e-01 1.618885425588970639e+00 8.991106731294840060e-01 8.163996648850733173e-01
