3.216957500049642538e-01 4.336212332424676519e-01 3.856727354573524780e-01 5.650730496742395470e-01 5.992795003060271686e-01 6.526758154794820577e-01 5.139901252129892573e-01 2.299165714207241917e-01 4.537175472974921409e-01 3.857768988804490817e-01 1.478553822071078105e-01 5.797464562198080262e-01 9.031921544133503232e-01 7.401591049892054519e-01 8.312330235158134073e-01 3.163540542259901667e-01 8.392548489314926030e-01 9.154288915122802406e-01 9.453647813337855421e-01 9.772442492025565919e-01
2.743205541911939993e-01 4.642883569774075014e-01 6.993692222659425584e-01 5.265829874942651312e-01 5.226470171461718994e-01 5.922602580905000913e-01 1.283269048198605988e+00 9.138438889193246650e-01 9.747508889759262107e-01 1.219711772180639642e+00 9.155871509425435040e-01 7.872223572458409979e-01 6.917175276205878021e-01 6.563016733545236070e-01 5.961489810564808423e-01 9.893699281491563635e-01 8.830728960353422252e-01 7.711655712999679890e-01 6.112850145096497823e-01 6.258907607784789384e-01
2.983764749661397819e-01 4.630991627025098922e-01 4.087233350264379839e-01 5.442250906161605339e-01 5.579350223682502108e-01 5.933227374325622527e-01 -1.910195686725717490e-01 8.401452423904565148e-02 4.357545865248815264e-01 7.560090548705957758e-01 -2.251854549791754145e-02 3.781003686803103836e-01 6.982325306870862391e-01 7.979078433882381693e-01 8.409853295906417614e-01 2.601022816557196915e-01 7.812277104443658970e-01 6.271472343634102442e-01 7.049086210927650864e-01 7.667359701026819074e-01
3.389187049298423848e-01 4.329157290354573306e-01 5.046033518721443345e-01 5.458824895140634847e-01 5.893919242820457871e-01 5.279023612691458034e-01 7.452360364815402427e-02 5.352552113031706638e-01 5.622431685843400917e-01 3.458750630419640260e-01 -2.318613270181895114e-01 4.958321001607519651e-01 7.393563012776205312e-01 8.834403302791539181e-01 8.547663721723148811e-01 5.511955566717385846e-01 8.441909194835233166e-01 1.150496558684619863e+00 1.333699946615058307e+00 1.292537311848195092e+00
3.704822383964699317e-01 4.336522104833733793e-01 5.063165068253311363e-01 5.360305814209131992e-01 5.135261797863945876e-01 6.491062917114942543e-01 1.182158216837011055e+00 7.304354005313208331e-01 1.118712385875762161e+00 1.595061178816100877e+00 9.378363878580160407e-01 8.320052028762277008e-01 6.597064399983576521e-01 7.348922384225943238e-01 6.442479504459237560e-01 1.794050733660305097e+00 5.675397544495535129e-01 7.345547286171186796e-01 6.162143971295168665e-01 3.282964168555655426e-01
3.342867830979099897e-01 5.475088024133460962e-01 4.425050172699435125e-01 5.643479964931008563e-01 5.840714354713230083e-01 7.045035467582239086e-01 1.500812270243863100e-01 -5.792877404163221389e-02 -5.198453578190062041e-01 -7.344146270441029856e-01 -1.188853499562091631e+00 5.831366687345724831e-01 8.370721260960767296e-01 1.013622205676571131e+00 9.918700763591177250e-01 5.486435487948948531e-01 9.386274836089896212e-01 9.725457396094964180e-01 1.415028518203748531e+00 1.310819739184719612e+00
3.733881643303969544e-01 4.308370258661958219e-01 6.718200093879228563e-01 5.346640427534443685e-01 5.349165145435377244e-01 6.366816313337531064e-01 1.139706178424878091e+00 1.596974283564306596e+00 1.355829262664141277e+00 9.758205340690242480e-01 1.383541513075859486e+00 8.664889301559270951e-01 8.279891355974555722e-01 9.263138687949513672e-01 9.362603359354944033e-01 8.215938909554665326e-01 8.180737017852273141e-01 8.353157776416634261e-01 8.203681320194948778e-01 9.369097154242820302e-01
3.476983234040063597e-01 4.397266505362678601e-01 6.603741390830847324e-01 5.848432361400346391e-01 6.693044566808750151e-01 7.068586792048869860e-01 1.903247968646788468e-01 4.404215438261694926e-01 4.678238949639015321e-01 3.980421990473850258e-01 4.081877089027525773e-01 6.296599056396996463e-01 9.264151212747417929e-01 9.686686484394669838e-01 1.141775373468971289e+00 6.673297730382532489e-01 1.219878533761320938e+00 1.013389508492788416e+00 1.082597916999767262e+00 1.241226584419273582e+00
3.236341923729855741e-01 4.348413186993776436e-01 4.968417715948120206e-01 5.384706802395144987e-01 5.616616640989671172e-01 5.610739920308760453e-01 3.449735190529008566e-01 5.997747900462425674e-01 1.054929896105392340e+00 9.912392945547878753e-01 1.319666600439862281e+00 6.334360545376711560e-01 7.255322047411016939e-01 7.438439309512524522e-01 7.161698406527845506e-01 1.259593388147609572e+00 8.503281439093406391e-01 8.760886181166974707e-01 7.198441642545965191e-01 9.708913242405512456e-01
3.586687815223375542e-01 4.383341761892394772e-01 4.777466375841515900e-01 5.414742940983019448e-01 5.623178580906886825e-01 5.742811515412626910e-01 6.816657346322714250e-01 3.441594026931394934e-01 4.238193238310297151e-01 -2.490730459490695381e-01 6.942788669348172181e-01 4.107006969849653633e-01 7.054450823904812040e-01 6.921565899113225617e-01 7.100576804456233404e-01 1.696742370868509209e-01 5.853433346138086080e-01 6.149116947496960917e-01 8.628836369528218864e-01 1.125053011672959347e+00
