# Model selection/average corrs:
1.000000000000000000e+00 9.630631980847703666e-01 -7.367920830175325175e-01
9.630631980847703666e-01 1.000000000000000000e+00 -8.228784460545147672e-01
-7.367920830175325175e-01 -8.228784460545147672e-01 1.000000000000000000e+00
1.000000000000000000e+00 9.267504499348040437e-01 -6.961150071242616644e-01
9.267504499348040437e-01 1.000000000000000000e+00 -8.655024442198512302e-01
-6.961150071242616644e-01 -8.655024442198512302e-01 1.000000000000000000e+00
