3.216934681398895823e-01 3.955804845285042504e-01 3.353260073699387833e-01 6.978996452384347293e-01 6.024883673127148231e-01 6.580383386327448569e-01 5.138313781490506660e-01 2.277872678732418832e-01 4.529508036863563181e-01 3.531731223220229143e-01 1.466987389389226015e-01 5.135590625628279060e-01 9.041053279464517090e-01 7.397428878318438317e-01 8.312366790384536630e-01 2.626141654175551121e-01 8.392870955406532829e-01 9.156779141318720505e-01 1.036409135642208490e+00 9.783014767962048275e-01
2.743059491346520606e-01 4.879520656850626636e-01 7.765259019862674750e-01 3.921044344041426655e-01 5.129084452056622556e-01 5.909617694152502487e-01 1.284331620114527839e+00 9.153164724691799092e-01 9.759813304626698827e-01 1.282313929890652071e+00 9.160943730601397439e-01 8.210431892626808281e-01 6.914198487504563673e-01 6.544932920128291309e-01 5.961373992723270065e-01 1.013408294933507703e+00 8.831433325532938028e-01 7.710798951706658855e-01 4.615285208077919421e-01 6.245619106222553008e-01
2.983681273131265077e-01 4.843701270453664165e-01 3.677456312050281229e-01 5.322671241523337926e-01 5.541585343161961053e-01 5.921413905626793373e-01 -1.922975999056368845e-01 8.111683099902300409e-02 4.349189886683293427e-01 7.656727256102640045e-01 -2.404443137463607716e-02 2.147148554867623904e-01 6.979721551437823024e-01 7.984503453774808301e-01 8.409896172228467082e-01 1.998615584479146445e-01 7.812093831171544878e-01 6.267274278597616544e-01 6.226349446632868379e-01 7.663636142782856986e-01
3.389209030836347059e-01 3.934554551427131841e-01 5.025965304245466614e-01 5.454347995655730585e-01 5.909302361712500673e-01 5.195082050123489559e-01 7.366715281541158511e-02 5.347339665057572189e-01 5.618924170724162170e-01 3.087159049043857184e-01 -2.338409106863773568e-01 3.891960287704983035e-01 7.393313904669174264e-01 8.854028049830967584e-01 8.547715530424034869e-01 5.245955364886067951e-01 8.442274681576105166e-01 1.151290951076576086e+00 1.704651815230346479e+00 1.295735727123935366e+00
3.704926468269651996e-01 3.956737902048672595e-01 5.050060052404364841e-01 4.671635227258921219e-01 5.022465970369707211e-01 6.540752632520807630e-01 1.183060263651144028e+00 7.309420676000212280e-01 1.120494649546009081e+00 1.700514993268095409e+00 9.383918295969303491e-01 8.874124114792920626e-01 6.592254734073144107e-01 7.343885830638422485e-01 6.442394862649233334e-01 1.911083443946307803e+00 5.673351859707747025e-01 7.343841133416555422e-01 4.700109456436569744e-01 3.249465728400999787e-01
3.342877764005279251e-01 7.386180295333026891e-01 4.152580365795116579e-01 6.921392546899198805e-01 5.847108243294043550e-01 7.155802459617288669e-01 1.493447326297598909e-01 -6.157400831646164807e-02 -5.243438881901061333e-01 -8.949047460494213846e-01 -1.192907122908192452e+00 5.185834366191450773e-01 8.376067123896202560e-01 1.017745902598369501e+00 9.918841438009070588e-01 5.217486013617189666e-01 9.387463390952426323e-01 9.729272764230616488e-01 1.844601084481129583e+00 1.314142312308684613e+00
3.733993286476010032e-01 3.871942517719855203e-01 7.377791823713880648e-01 4.563066688715569086e-01 5.272509351763601249e-01 6.402807436308344258e-01 1.140540827733789842e+00 1.602044557236065536e+00 1.358520424585005992e+00 1.010578918928514591e+00 1.385062908498480905e+00 9.385180999738047536e-01 8.284717148912257301e-01 9.289881111218237786e-01 9.362707989528359365e-01 8.262429268060234033e-01 8.180874878254922322e-01 8.353789334800003630e-01 8.213163412083064330e-01 9.376930270422509928e-01
3.477028053039020183e-01 4.139704402975201702e-01 7.216810844179671891e-01 8.549694964190148738e-01 6.843443881403568074e-01 7.181950394255687264e-01 1.896521937768309574e-01 4.394008597541966266e-01 4.671112227241904780e-01 3.668386869446786935e-01 4.075952704321602615e-01 5.875319593164214371e-01 9.274612638815060706e-01 9.720460461827210574e-01 1.141799157235927176e+00 6.541510065188027578e-01 1.220242515460768118e+00 1.013865805071543669e+00 1.272558334850832473e+00 1.244076543257043088e+00
3.236324147337053536e-01 3.992554696290033789e-01 4.916802194538255621e-01 4.865495795527454703e-01 5.585148106913797594e-01 5.563371160248142822e-01 3.445464386408432222e-01 5.995933360895379094e-01 1.056467673621117820e+00 1.027757957757721607e+00 1.321049563065391563e+00 5.931283000983207376e-01 7.254281405077378508e-01 7.434888876532911306e-01 7.161660381914610740e-01 1.314860601313253552e+00 8.503700415219643816e-01 8.762463691624349238e-01 6.483358553092406495e-01 9.719054084660769810e-01
3.586761170475026295e-01 4.097762074680515454e-01 4.648237786983183684e-01 5.104126413716194577e-01 5.592818719197369948e-01 5.710004078547670225e-01 6.817731919294651721e-01 3.426317563238246988e-01 4.229379766396681450e-01 -3.541542833415486369e-01 6.943064590457689311e-01 2.630293027517478510e-01 7.052260041682512082e-01 6.909434561188346757e-01 7.100534818159572881e-01 9.898303888172033105e-02 5.851542829630744791e-01 6.144635011286796455e-01 8.944765324057586398e-01 1.127114023805518617e+00
