# Model selection/average corrs:
1.000000000000000000e+00 9.839781120825743521e-01 -9.674278604730101039e-01
9.839781120825743521e-01 1.000000000000000000e+00 -9.962324647809684963e-01
-9.674278604730101039e-01 -9.962324647809684963e-01 1.000000000000000000e+00
1.000000000000000000e+00 9.792369937559054494e-01 -8.827228232766781701e-01
9.792369937559054494e-01 1.000000000000000000e+00 -9.595096774121619765e-01
-8.827228232766781701e-01 -9.595096774121619765e-01 1.000000000000000000e+00
