4.813166896955388685e-01 4.892684853187491134e-01 6.571146279322970241e-01 2.403366550475107832e-01 1.269419466933311647e+00 2.233913146691350882e+00 3.904225430872355629e-01 2.225914984920577488e+00 -5.809102217680109703e+00 7.709138595988950016e+00
3.636161013229405325e-01 4.280331207016900841e-01 1.058812554181697951e+00 7.208540178873623638e-02 5.813883278884068861e-01 1.693793839381946054e+00 2.263871313616191649e+00 7.428842209606327796e-01 5.605285561153065643e+00 -2.548747998198597742e+01
4.059884563711569361e-01 7.273978414699158179e-01 3.212953516434678969e-01 9.167725514707347756e-01 1.115360238099095014e+00 1.984982756459296116e+00 4.887517193131038162e+00 4.373351660156015619e+00 1.657006312045552043e+00 3.171185910151168574e+00
4.511260696649613822e-01 5.322241618169192279e-01 6.984298908404228401e-01 9.373289082587761278e-01 -4.804868496475511730e-02 1.566538038890858298e+00 1.299530642348578180e+00 -1.449128915214371371e+00 3.350615966258801315e+00 5.688460219957375941e+00
3.873503735056360586e-01 5.515650490866697009e-01 7.664487579440244502e-01 2.179585326134814149e-01 5.003015010540508012e-01 -9.273540363067834802e-01 1.173470405705607345e+00 -2.176988912423371225e+00 -2.704691045515502434e+00 9.127298488515123154e+00
3.458792411430497982e-01 6.119393011007956407e-01 8.720183901262273940e-01 -2.396796989836402769e-02 9.572484749923169112e-01 1.653390975345883973e+00 1.149442190417112375e+00 5.914407592566234273e-01 -5.679820728740599733e+00 -3.789130278072809688e+01
3.758544525975322514e-01 4.431511261959419912e-01 7.060079184649729056e-01 8.131855944841994699e-01 5.534948620919108997e-01 2.273983167048852838e+00 -1.373941575265606563e+00 3.259027701742932770e+00 -3.866374624560217299e+00 4.776816212531759476e+01
4.353034884374797353e-01 5.984617287223930049e-01 1.021787041350403324e+00 1.119288117349277467e+00 6.493922894952999236e-01 -1.013257018989204061e+00 3.882252864477497400e+00 -6.293429715112142109e-01 -4.662924060770916590e+00 1.795710600508173016e+01
3.759397555759381726e-01 4.090269323754683883e-01 8.969858128980688905e-01 9.028913448527658980e-01 -8.142271731335493090e-02 2.974441923753230022e+00 3.004282619719646164e+00 4.999474920123279986e+00 6.000999717680928214e-01 -2.655474344557907429e+00
4.423728015110976464e-01 6.470792499502142636e-01 9.904406141617841941e-01 3.256404134348404034e-01 7.229897686834585446e-02 -7.036966099764184746e-01 4.923754207153962170e+00 2.759946835833197554e+00 1.224306811413511831e+00 3.322979589914609022e+01
4.778382599835971356e-01 2.934636958336904744e-01 4.223162621322132937e-01 2.341260441543779880e-01 9.893168736951466480e-01 1.094418811514762391e+00 1.842219272908460104e+00 1.123988219677111378e+00 -1.355442355651025288e+01 2.227450117654678508e+01
3.563731568581487430e-01 6.241345213277869064e-01 4.932565308222846001e-01 2.848359581545112373e-01 1.466985509078936767e+00 3.817206616802251151e-01 3.276206522011417821e-01 9.453250707086727544e+00 9.576931870390151813e-01 -2.143119937587657375e+01
