# Model selection/average corrs:
1.000000000000000000e+00 9.944217264100083664e-01 -9.685963536072387248e-01
9.944217264100083664e-01 1.000000000000000000e+00 -9.875016560823959288e-01
-9.685963536072387248e-01 -9.875016560823959288e-01 1.000000000000000000e+00
1.000000000000000000e+00 9.953174558687821749e-01 -9.733626336311729244e-01
9.953174558687821749e-01 1.000000000000000000e+00 -9.893529317578205751e-01
-9.733626336311729244e-01 -9.893529317578205751e-01 1.000000000000000000e+00
