3.948073840164901815e-01 5.717339435228824263e-01 6.633339089218573958e-01 1.318797134480143018e+00 7.517207263253204985e-01 8.487857348217451303e-01 2.238928817621224532e+00 1.353379551501358025e+00 9.092090204343526993e-01 1.254040007908725052e+00
3.814506099349411206e-01 6.093146715604813579e-01 5.905006859343276959e-01 1.145527763778294350e+00 9.743651176723635565e-01 4.997215430566644967e-01 7.294233964022845962e-01 -2.816384768594899501e-01 9.203110725040439810e-01 9.259363109250953183e-01
4.928749046572269421e-01 6.918148919783775330e-01 5.611864471820620093e-01 4.040692846099868119e-01 8.600013892843767493e-01 2.496067293003887411e-01 9.236058722403572840e-01 1.185326542370206404e+00 9.762856151679613070e-01 1.138532084900464536e+00
4.601555226911306362e-01 5.715241507653169295e-01 6.630938233012122485e-01 5.406449183118292590e-01 9.894187628118581435e-01 1.526467577774697881e+00 5.988547118639960809e-01 -2.692851091991714796e+00 5.257518620690148081e-01 8.441062029464284633e-01
3.488228088217969480e-01 5.943952236782094056e-01 6.610634175008532898e-01 7.158339999189454739e-01 6.245860213560104901e-01 1.681466445645506402e-01 9.272221399178862677e-01 1.127601059280298745e-01 1.083554063330275596e+00 9.432167025504930580e-01
3.094866810645379718e-01 5.993857801194498736e-01 6.481350278033921608e-01 1.073419731648693087e+00 1.033648725804191759e+00 1.175103995115670763e+00 9.956889606080704391e-01 2.160263631541420981e+00 9.840695324957131618e-01 8.661105135373409203e-01
3.175939738996925166e-01 6.329944556589626181e-01 6.043826261068936390e-01 9.264047130260950613e-01 9.459327387267210119e-01 4.150248451896112467e-01 5.894061507970581593e-01 6.979970523889390543e-01 3.688048641022594332e-01 6.359423711656363443e-01
4.092190825813674104e-01 5.746563763449423767e-01 6.137627582988138819e-01 7.497275867795851756e-01 8.754022942270968111e-01 4.528942332856107367e-01 3.072543302946244559e-01 -1.572034421193236886e-01 1.119695900235987196e+00 1.087775851267214655e+00
4.243784874593111711e-01 5.121252684904309405e-01 7.132357179759144516e-01 1.187270039939389843e-01 8.165459808855594082e-01 6.903812727272137240e-01 1.481985688629622322e+00 2.329852311731233971e+00 1.194410934442857730e+00 1.233715937726555634e+00
3.387856485400972950e-01 5.139313539035718081e-01 6.894034951323866345e-01 9.025263379073547032e-01 6.074385372596095012e-01 1.030123367827337599e+00 1.524478190836424218e+00 1.990491133895005982e+00 1.591996046247418972e+00 1.450860230530187422e+00
3.785685170580389558e-01 6.349657279852841674e-01 6.452635869600750196e-01 3.155415993223871229e-01 7.797829502835700310e-01 1.394141524228362794e-01 9.760290939686907530e-01 -7.033051695355385657e-01 5.524226534339362615e-01 9.517944369254164316e-01
4.160867773414250181e-01 5.498569639911531359e-01 6.790371083789279449e-01 2.661504108011552461e+00 7.305328492467352275e-01 2.682196654946600756e+00 8.590059498108324476e-01 3.146072040425729188e+00 1.270004308122542724e+00 1.424817474695650343e+00
4.523594263656554593e-01 6.301266613535914107e-01 6.226734307156368553e-01 1.538450446151090611e+00 7.136362793616581879e-01 1.884769485121210453e-01 3.122030706669570721e-01 2.154002951043758607e+00 1.306680884653312891e+00 1.243486562461374234e+00
