# Model selection/average corrs:
1.000000000000000000e+00 9.838519259224873803e-01 -9.671762183856231765e-01
9.838519259224873803e-01 1.000000000000000000e+00 -9.961906309772705637e-01
-9.671762183856231765e-01 -9.961906309772705637e-01 1.000000000000000000e+00
1.000000000000000000e+00 9.790315775402306242e-01 -8.805964758593474162e-01
9.790315775402306242e-01 1.000000000000000000e+00 -9.585175595270678528e-01
-8.805964758593474162e-01 -9.585175595270678528e-01 1.000000000000000000e+00
