# Model selection/average corrs:
1.000000000000000000e+00 9.913141602040534961e-01 -9.478902950723289145e-01
9.913141602040534961e-01 1.000000000000000000e+00 -9.800048020802294424e-01
-9.478902950723289145e-01 -9.800048020802294424e-01 1.000000000000000000e+00
1.000000000000000000e+00 9.919921541377704211e-01 -9.514063359691872224e-01
9.919921541377704211e-01 1.000000000000000000e+00 -9.812457583817644213e-01
-9.514063359691872224e-01 -9.812457583817644213e-01 1.000000000000000000e+00
