# Model selection/average corrs:
1.000000000000000000e+00 9.463114665735383735e-01 -8.696307541824879195e-01
9.463114665735383735e-01 1.000000000000000000e+00 -9.791771574813021850e-01
-8.696307541824879195e-01 -9.791771574813021850e-01 1.000000000000000000e+00
1.000000000000000000e+00 9.341717640949505075e-01 -8.428160061657562485e-01
9.341717640949505075e-01 1.000000000000000000e+00 -9.773307270719131523e-01
-8.428160061657562485e-01 -9.773307270719131523e-01 1.000000000000000000e+00
