# Model selection/average corrs:
1.000000000000000000e+00 9.915249743507197344e-01 -9.492522020834746055e-01
9.915249743507197344e-01 1.000000000000000000e+00 -9.805526396028673153e-01
-9.492522020834746055e-01 -9.805526396028673153e-01 1.000000000000000000e+00
1.000000000000000000e+00 9.922302018218700503e-01 -9.529860574665400819e-01
9.922302018218700503e-01 1.000000000000000000e+00 -9.818850653063743161e-01
-9.529860574665400819e-01 -9.818850653063743161e-01 1.000000000000000000e+00
