4.065644695354800331e-01 5.406435717753180770e-01 7.063991678213109582e-01 1.183418083241031926e+00 1.010362333274660962e+00 -3.419187190799798159e+00 4.713549402193765170e-01 -4.434664495069553514e-01 2.959431349295985392e+00 -6.542114733783667369e+00 -7.190550196144041450e+00 7.815602140900404393e+00
3.868685679663880217e-01 6.633968448266215345e-01 6.173813477360906576e-01 5.047040326766092377e-01 1.004619812391355005e+00 -1.350535989728849451e+01 8.870565548249266241e-01 6.964780485300564594e-01 2.985739972065386105e+00 -4.792205517422569727e+00 4.247164256501064550e+00 -2.840296789086034224e+00
4.036297012820309060e-01 5.636981071704236790e-01 5.518468879905847890e-01 9.119870166873623729e-01 7.997275647782708941e-01 4.113036507875854397e+00 -3.362706286434887781e-01 2.772010771485497127e+00 -7.058441417687995045e-01 -1.107518145956569278e+01 -2.768174428771622342e+00 1.016220783262950533e+01
3.496864772359011830e-01 6.102551874563041379e-01 6.223250916486277040e-01 1.680939505696090741e-01 -1.291314518046856596e-01 -6.483409398268607404e+00 -9.710055454718601320e-01 1.009634574368980520e-01 1.147333935012502693e+00 7.146105144152564925e+00 -9.909515941759011071e+00 -1.071456290242098142e+01
3.430075450997931985e-01 4.759692949141621776e-01 4.856459208995231869e-01 1.821863800319700744e-01 5.472191068771349309e-01 1.398351127640841263e+01 -2.375790209244138529e-01 2.541815765837795116e+00 2.393157417872638693e+00 -8.276342988989618732e+00 -1.394876995804887443e+00 -2.004360287808854224e+00
4.074427980805125360e-01 5.484317342032596354e-01 4.588001776059691394e-01 7.164113690434695814e-01 1.393422957115602046e-01 3.463340429183690450e+00 -4.977724832970387148e-02 -1.891848147595492025e+00 2.298335582719039039e+00 1.048541663989756323e+01 -2.604160675487577681e+00 -1.469894184873995613e+01
4.139337960931912530e-01 4.704427919786352552e-01 5.153073576026557800e-01 2.483181789218437130e-01 1.092395582517326602e+00 -7.881659260214795459e+00 -1.836839029206460694e-01 -4.711010058415611157e-01 -2.042161648713201050e-01 -9.999485965820548827e+00 4.092564283484923848e+00 3.743169886738230145e-01
3.626031767234150771e-01 5.561672448571948202e-01 6.984108271207057905e-01 1.426273321390868487e-01 1.058040264038285994e+00 -3.927200847905285119e+00 -9.903195470197794226e-01 -1.718812438963898126e-01 -3.112101660919262880e+00 -1.401719226546987507e+01 -2.046028491205276190e+00 -1.582479699266383211e+00
4.535987650725983866e-01 5.093867566844405559e-01 4.810891832267406576e-01 4.192947306762913051e-01 8.630006093449934523e-01 5.281323974863384452e-01 3.718047067069357725e-01 3.194676457310335671e+00 1.356689761541641115e+00 -8.253882799203081433e+00 -1.320963181271378950e+01 -3.600565807605236035e-01
3.897879995586349677e-01 5.013300556324841173e-01 5.609444981588669332e-01 6.841774542054318564e-01 4.067112263306790210e-01 -2.201033770562935477e+00 1.542735636925695930e+00 -9.053186385842162398e-01 4.495524948999632953e-01 1.122147421678575974e+01 6.115174546790496990e+00 -2.365913169038415198e+00
4.121929295780965008e-01 3.976032501939390507e-01 6.196459089624027916e-01 9.808319961477240945e-01 1.081934531945455191e+00 -1.366545428002289286e+00 3.692095110317771933e+00 1.195848749968095204e+00 -2.347379478427188637e+00 -1.368975274101275375e+01 -8.476494304286775749e-01 -2.851981742981142709e+00
3.949373070955260467e-01 6.018968145149481419e-01 5.180053914616191690e-01 5.562323058106188878e-01 -2.611473041858152211e-01 9.312690082656592594e+00 -1.468113418486615807e+00 1.648841717727087985e+00 3.240933747385057018e+00 -3.049230620097411748e+00 -6.971761794864939965e+00 2.957193077089213418e+00
3.308563269442919008e-01 5.606920768387027021e-01 9.009990031947401334e-01 8.130883488319868846e-01 4.269653492109426463e-02 -1.338183762157138901e+01 6.588834393977420767e-01 -6.067586996663077770e+00 9.350763888429679538e-01 9.988708053387451713e+00 2.686078078956096515e+00 -5.077639130623370356e+00
3.662850134860390350e-01 4.587413337980006389e-01 3.944049322314915340e-01 1.396889314785317193e+00 7.949013614760037649e-01 6.670954502089720073e+00 6.762124318040139137e-01 4.131911386529202979e+00 2.965606794274106006e-01 -1.223684000761288893e+01 -9.373575746616030102e+00 2.912167369093482616e+00
3.143896570081077813e-01 5.422902645385457854e-01 6.339472225989380982e-01 2.456516447248870971e-01 1.427251466565635729e+00 -4.116986817244227659e+00 -2.970463243447771795e-01 2.966542641446952455e+00 -6.707283731067525956e-02 -6.147960591193259106e+00 -7.270160172532643905e+00 -1.263989148827383424e+01
3.368961116633772401e-01 4.391874958902568515e-01 6.751242793609314452e-01 1.405169727285413561e-01 2.317120146161931737e-01 -1.335731359180456490e-01 3.185070752814745720e+00 -4.592204441039041685e-01 1.295921764359932116e+00 -5.363831050619487506e+00 -4.465993593472255441e+00 3.430195804885674438e+00
3.147718403699585887e-01 5.872911563558298464e-01 5.971783628434601532e-01 9.067751737110626431e-01 -4.162660874121527632e-01 -4.629395576170052706e+00 1.057241906788405794e+00 -1.375226669740720942e+00 8.442385890791159753e-03 -1.241481681190271580e+00 3.059768049355672037e+00 4.470104001969312790e+00
3.347498820695296029e-01 6.061831550467940977e-01 7.525845767046066559e-01 7.721952591710886660e-01 8.989843423934903432e-01 -2.743203857480354113e-01 1.353098722861000525e+00 -2.858791675244359620e+00 2.982220239124609762e+00 1.469632460392223194e+01 1.111438034724791457e+01 1.081763174991598753e+01
3.288974141252010153e-01 3.922283437391160810e-01 1.006048583617402237e+00 5.267905471232071646e-01 1.669742977287358654e+00 1.344120473604097032e+00 5.861949206309612359e-01 2.568950754710337847e+00 2.137277438593197409e+00 -7.504474566884244524e+00 -4.066552954571763578e+00 -4.618097943880254519e+00
