# Model selection/average corrs:
1.000000000000000000e+00 9.793902180859793694e-01 -7.813256368118233208e-01
9.793902180859793694e-01 1.000000000000000000e+00 -8.605232409284582218e-01
-7.813256368118233208e-01 -8.605232409284582218e-01 1.000000000000000000e+00
1.000000000000000000e+00 9.709107195542396873e-01 -9.033403464746319056e-01
9.709107195542396873e-01 1.000000000000000000e+00 -9.697744934328382804e-01
-9.033403464746319056e-01 -9.697744934328382804e-01 1.000000000000000000e+00
