# Model selection/average corrs:
1.000000000000000000e+00 9.855135954747182847e-01 -9.223366105122412506e-01
9.855135954747182847e-01 1.000000000000000000e+00 -9.720690032872505437e-01
-9.223366105122412506e-01 -9.720690032872505437e-01 1.000000000000000000e+00
1.000000000000000000e+00 9.855053852652136959e-01 -9.223516267230620347e-01
9.855053852652136959e-01 1.000000000000000000e+00 -9.720932606939916010e-01
-9.223516267230620347e-01 -9.720932606939916010e-01 1.000000000000000000e+00
