3.676439854744256719e-01 4.520530890004587077e-01 5.516702084405186168e-01 5.832285103785361802e-01 9.612232525778408032e-01 6.357035439042124647e-01 6.136715531044635297e-01 6.449650868885822286e-01 6.222223671418302127e-01 8.162204741047484058e-01 7.739245327716679501e-01 1.199990322559549849e+00 7.862290064819463797e-01 7.941212619587956212e-01 2.025497512702414848e+00 7.866470899983780685e-01
4.236052602700976499e-01 4.712510891046553518e-01 5.259728114203645610e-01 6.317829039168154637e-01 5.222943763307752452e-01 5.884310802500175575e-01 4.730661367609779733e-01 6.011707590110484389e-01 3.938973935254929115e-01 5.886252235744431349e-01 7.000730932481050717e-01 6.923290122270471247e-01 7.062943768310701032e-01 7.291060707957947029e-01 1.371616416485580858e+00 7.305000012923058561e-01
4.047044887568815308e-01 4.878630489112770197e-01 5.617362619707446658e-01 8.828005868040206261e-01 7.548323496680908740e-01 6.793696559085737885e-01 6.844119146223444083e-01 6.956884692299855066e-01 8.187359792759451027e-01 8.106420881197256012e-01 7.646153961376143116e-01 5.582368523721338294e-01 7.245475964708845140e-01 7.967318606285250793e-01 4.155430231647287975e-01 7.712250775920649337e-01
3.583409494894024272e-01 4.564076902309047168e-01 5.296700834368547328e-01 4.472158105678869511e-01 6.028910010587446022e-01 5.741467107232289813e-01 7.163624159342264486e-01 7.371152259405147067e-01 8.510227143813635653e-01 6.518024193093201468e-01 6.820325911373201766e-01 1.014576253268360650e+00 7.041936592450329657e-01 7.310507770663965399e-01 4.153128843721680674e-01 7.482004234763612871e-01
3.787312320382760222e-01 4.844151876563215775e-01 5.386501788852057215e-01 4.038960847043243652e-01 5.111269621065550606e-01 5.817439020917736237e-01 5.211357891231100936e-01 6.137458567513228713e-01 2.111237634428707599e-01 4.979706261509352361e-01 6.778145457879634073e-01 6.242623423669657612e-03 6.128025743129659197e-01 7.032784404687009161e-01 1.621727964928236787e-01 7.957385958893649081e-01
3.708169822998891307e-01 4.872920583019441088e-01 5.627940926390364584e-01 4.909946173785928458e-01 7.605981894132407550e-01 6.472592005359723011e-01 6.353426664843215832e-01 6.493411532896578020e-01 5.573915375627773727e-01 6.430650938013686702e-01 7.350171505220840507e-01 8.030844699421447741e-01 7.923662247763971767e-01 7.488792502946961527e-01 3.348032375093544788e-01 7.868545303438985172e-01
2.952527125525195029e-01 4.929223544073971230e-01 5.536077616992420847e-01 4.184960932340614503e-01 7.138835683550026623e-01 6.977341254457797293e-01 9.142050518254458691e-01 7.959934839333340229e-01 1.045179065988429468e+00 8.879153971947394419e-01 8.089885603373856426e-01 1.449216365413497076e+00 8.932396685897556754e-01 8.787387431888710188e-01 6.252788051473711084e-01 8.517191901322719305e-01
3.722850163775173749e-01 4.812504236072864816e-01 5.450117530998623838e-01 5.693454897389615965e-01 6.594207667832779896e-01 6.757027354045896939e-01 7.113168937890508303e-01 6.836022078769362631e-01 7.926191306582884843e-01 7.145326993524580006e-01 7.309601015561842940e-01 9.104919003014317891e-01 8.303612232857302544e-01 7.959486490282313698e-01 1.261875190769713218e+00 7.283906273415531318e-01
3.369793729145020844e-01 4.779817201702743490e-01 5.387975804927827017e-01 7.212227801729681476e-01 7.194294589234878634e-01 6.142648628477764827e-01 6.138023919117386873e-01 6.497369928035797715e-01 8.071156390319543794e-01 6.736882656182107132e-01 6.754560179260347130e-01 6.992987982077382147e-01 6.289245313753958344e-01 6.811209172973914372e-01 4.642726490805997308e-01 7.318674073592319473e-01
3.456652515259098224e-01 4.695306757097378325e-01 5.220869483586112469e-01 6.782411934444865231e-01 4.974465258393501177e-01 6.442104973542178703e-01 5.012943046349084275e-01 5.912322082539525070e-01 5.878798602910533244e-01 7.040418070317027155e-01 7.339876349683458479e-01 9.902728115110233098e-01 8.037198365874484995e-01 7.337930951837212667e-01 7.155606766415677500e-01 7.397628616341618280e-01
3.509877484966147931e-01 4.774618814126291300e-01 5.266477096812646197e-01 5.102178053022660142e-01 4.355833499686012633e-01 5.421246815105135175e-01 5.689235826003459229e-01 6.471606479939059353e-01 6.431753269028088749e-01 6.869385444944363650e-01 7.160040283237171232e-01 1.033046495381976904e+00 7.477325764405182706e-01 7.228549458425120866e-01 9.142537179551267768e-01 7.581823979039360450e-01
3.352234456064645540e-01 4.958882558320426570e-01 5.682864862276767459e-01 5.844390402543619967e-01 6.705461173790278062e-01 6.739666800591825879e-01 8.735363213376674540e-01 7.996971674271132757e-01 7.626172379399119849e-01 6.777026939413043349e-01 7.575871002561427314e-01 6.447116507236068106e-01 8.261510793754759385e-01 8.303058394959489386e-01 1.052805883951798194e+00 8.109087237413649119e-01
3.693857012085416391e-01 4.676990222124621788e-01 5.301905717184248745e-01 5.419747906108413060e-01 2.801688925269690822e-01 6.100215543728965129e-01 4.625875354879989132e-01 6.439023501069304212e-01 3.474003753691167207e-01 7.046459170374873571e-01 7.565435427434844540e-01 5.558176678865579534e-01 8.711018318453442877e-01 7.842410426730384021e-01 -2.820711211029698351e-01 7.950412605642499519e-01
3.712345544168990652e-01 4.715434875997628894e-01 5.397305509692553738e-01 7.204810427987973220e-01 6.129194476148075443e-01 6.325011060444757360e-01 5.032487520641061307e-01 6.945321408881673930e-01 6.306047194186830129e-01 6.896603719145487643e-01 7.656539398029252874e-01 5.287793665120422704e-01 8.306496451952353199e-01 8.497783754526239131e-01 7.336325690136862310e-01 8.495866234232847258e-01
3.710822866278595811e-01 4.850593985890824800e-01 5.579326578159090610e-01 7.141972062957402390e-01 7.659234992880586956e-01 6.883081836377252793e-01 1.004599090667759320e+00 7.891393152309663650e-01 1.002804289859362541e+00 7.336636450899202133e-01 7.734996911890105187e-01 8.471579620993581194e-01 8.613358612455055408e-01 8.183784224544216057e-01 1.055061303646028126e+00 8.388574654803971908e-01
3.436529912365554607e-01 4.854160402200097257e-01 5.518460430608970180e-01 5.129090940350161665e-01 5.389439652592248331e-01 6.050746282312235991e-01 3.958557516904460671e-01 6.569302933587486404e-01 4.485745282048418936e-01 6.239142701049692485e-01 7.048240235092398942e-01 3.526457294160996181e-01 7.160686406267477988e-01 7.363543892292917503e-01 1.280123451899636056e+00 7.709671781656763923e-01
3.258650124849973850e-01 4.666205141275237001e-01 5.475705345881672903e-01 5.377593510423450684e-01 1.152927406656896636e+00 6.258066339544782197e-01 8.214521325167973842e-01 7.585598195453271408e-01 1.015595407126598015e+00 9.314967246900317521e-01 7.507411156364682814e-01 9.499833633888755680e-01 8.931422547580872839e-01 8.341461426967700099e-01 1.762569970267318542e+00 7.606787844113483965e-01
3.116092190471114742e-01 4.638895294445058437e-01 5.256137226768561321e-01 6.201901793132846841e-01 3.689567941746679791e-01 6.233528943741789563e-01 3.483352837183968376e-01 5.492282222815288995e-01 7.754293465926436202e-01 4.616543457011339502e-01 6.536928953613072579e-01 -5.989214191108720442e-01 6.677255715985650486e-01 6.949634213380168068e-01 1.089107576976586778e+00 7.384396207244593446e-01
4.066557745430759985e-01 4.869128124040669747e-01 5.444035862719228680e-01 4.518668129267805478e-01 6.563832422444471071e-01 5.984942389676517482e-01 5.884533595142761309e-01 6.585103429673635489e-01 6.033346739287075433e-01 6.557624725054255199e-01 6.055906684218629321e-01 -3.951614910413892012e-02 6.623759002541227403e-01 7.316304254642685967e-01 1.354646737529783707e+00 7.660117249092258662e-01
2.710753683363126276e-01 4.701287893694888753e-01 5.331040643169873139e-01 4.508555919355028418e-01 4.497350254220511268e-01 5.988705579324116179e-01 4.295747533974709764e-01 6.411757832905559118e-01 4.341491265955886858e-01 7.489926223576747200e-01 7.669635573638858839e-01 6.149675207218409101e-01 7.539827413123487698e-01 7.611685846330767946e-01 3.315088093924910551e-01 7.855528549946373396e-01
3.663013108829629716e-01 4.802938691679403682e-01 5.378814932375843849e-01 7.708910372072763639e-01 6.594161335804626933e-01 5.324216011852622721e-01 4.670678815581864596e-01 6.101166374023377914e-01 8.515084432710727791e-01 5.748609055595786943e-01 7.303557726149482177e-01 1.046699673507695660e+00 7.191441196956536164e-01 7.467289933877263586e-01 1.347252047978417799e+00 7.964840022770687256e-01
3.307103150162193916e-01 4.813139947683989228e-01 5.438098082171157754e-01 5.472153126427797831e-01 8.705796342660193643e-01 5.795378961355501790e-01 5.192374429088149057e-01 6.685734909123971503e-01 6.207090245935880102e-01 5.542992464171924150e-01 7.740917845588549673e-01 7.034112432140655624e-01 8.022314874027567377e-01 7.761918583465277077e-01 1.239788489402648297e+00 8.000516311283418780e-01
3.735545774288326348e-01 4.996085389611529259e-01 5.410798389622369919e-01 3.336255011134564574e-01 1.026306341760996332e-01 6.640387906190298173e-01 2.713426744867420970e-01 6.187947853345140414e-01 5.089552462280210188e-01 5.496552260370312082e-01 7.490199384512189473e-01 -1.396820460723418034e-01 6.828284894351491774e-01 7.550116868882550403e-01 2.588478777859569702e-01 7.901207108230124954e-01
3.355950405107052670e-01 4.801187703259440775e-01 5.358203641992089761e-01 8.349826881803318335e-01 5.540008136005475370e-01 6.321387716978066340e-01 6.586138119716268280e-01 6.343964969039647128e-01 5.968504252672706123e-01 6.971525413692235551e-01 6.685211641837932595e-01 3.052483599963251581e-02 6.745791574376706068e-01 6.948395413908420304e-01 9.062902127146581499e-01 7.692132542395492267e-01
3.277019997332714096e-01 4.694471202643071828e-01 5.426716000994382672e-01 4.309064911160576106e-01 2.820383046245328318e-01 6.033366957124947083e-01 6.201274065470137042e-01 7.180777979551524748e-01 7.696985953171130435e-01 6.548191323693124399e-01 6.681293782486422694e-01 1.120489882561613415e+00 8.593990848043923103e-01 8.233841028188143563e-01 2.934957732244701800e-01 7.761723992347564494e-01
3.750409261457654519e-01 4.891848160690251412e-01 5.599651505298283150e-01 6.758029556651595771e-01 8.056119768260638914e-01 6.177779414655981682e-01 6.845390866210999681e-01 7.036282128245526790e-01 7.844414806465637158e-01 7.649054342876492329e-01 7.355056906219212820e-01 8.318056547408232415e-01 7.007949407357486615e-01 7.394514319761702481e-01 1.423433973882611170e+00 7.609550588951803363e-01
3.287518535472619408e-01 4.755374548044905003e-01 5.292771518456648172e-01 4.866119207456737206e-01 5.516362053808776533e-01 6.404985084750824953e-01 6.655891582646162874e-01 6.830783403448705826e-01 7.162450701375421280e-01 5.134866824994115397e-01 6.696942013003346350e-01 6.653893887904306359e-01 6.937038306196955384e-01 7.522171585137343852e-01 9.966626071429955935e-01 7.725094517890813695e-01
3.310052610696334607e-01 4.869715270187716105e-01 5.539353686692607415e-01 5.206781561298484684e-01 6.644295282786100154e-01 6.523703886554166331e-01 7.329388866275178271e-01 6.257295358459843415e-01 8.225360245806483395e-01 9.859559641503478078e-01 7.378169226524597946e-01 9.285661772117227430e-01 7.693652091023870376e-01 8.349794165383195299e-01 8.363079294814111941e-01 8.038435628717067738e-01
3.411173436183836949e-01 4.670478326044544271e-01 5.425876758760752594e-01 3.370152882034238573e-01 5.622914758526187384e-01 5.327136628843409660e-01 5.355675266659399858e-01 6.230607528498396386e-01 3.669448646020427862e-01 5.223013830069987984e-01 7.228804050632973155e-01 6.112815766440471421e-02 6.512861908217191242e-01 7.550290540133375305e-01 8.578442136539153884e-01 8.061530928098199489e-01
3.843061535958780528e-01 4.890404703410131115e-01 5.736876357256189829e-01 8.715872950508624095e-01 8.366450865372698775e-01 6.949651641508686195e-01 7.736805726573382502e-01 7.816452044647561603e-01 8.146519007098367293e-01 8.974737535484427209e-01 7.623616364407573842e-01 7.326387727420803353e-01 8.436516754986759237e-01 8.199176132610591639e-01 1.229941515427957377e+00 8.276549596592986946e-01
4.124842825040278549e-01 4.898784390623403540e-01 5.603734765479553293e-01 7.292607365248787721e-01 1.001096073359166283e+00 6.501732144740157704e-01 8.228045722146977159e-01 7.614002478981648503e-01 8.225133697006136169e-01 9.008629707944231235e-01 8.152252922593747897e-01 1.345070487237662427e+00 8.768858153948281275e-01 8.661084666975676916e-01 7.470729669001734408e-01 8.222597032233365244e-01
3.584970134606330072e-01 4.914784253461526586e-01 5.470509286664251292e-01 7.396935680061522689e-01 8.969204625973992151e-01 6.202227836366130953e-01 5.280629810544275049e-01 5.823509581038901484e-01 5.584058209489805025e-01 4.778488245046873528e-01 6.601231699638402395e-01 5.533522128573171717e-01 6.435773549262272519e-01 6.976447437037830435e-01 1.375675725813206185e+00 7.419956359860780948e-01
3.295256148128208884e-01 4.851427252296741655e-01 5.525541235015770658e-01 4.804029417585375938e-01 5.741152138926358672e-01 6.634413227615282294e-01 6.977351608172017716e-01 7.661988788069153955e-01 8.443577748890167545e-01 7.624229547794529882e-01 7.731644758161313469e-01 1.124636063497008731e+00 8.312300920674390303e-01 7.994111181674928845e-01 -4.158669017032990967e-01 7.948770455001875623e-01
4.115637665064414419e-01 4.944986064266837511e-01 5.550003562077329144e-01 5.175819364558242874e-01 4.911240704606045782e-01 5.705286334897069489e-01 4.712067086787936621e-01 6.394085376025884226e-01 4.839895688427280351e-01 5.969798675150654876e-01 6.636653410848023515e-01 -3.167080155149736287e-01 6.575926657403367015e-01 6.609024539951913191e-01 2.296946858351345266e-02 7.268820908486790522e-01
3.924420370910597367e-01 4.725442033711840795e-01 5.470493443368709130e-01 9.544009475223308447e-01 4.675565779553875201e-01 6.379936650460454883e-01 6.928380275424795842e-01 6.820804570816404455e-01 9.597227390642447675e-01 7.603348510850875819e-01 7.401422510683550726e-01 3.347184657027825194e-01 7.608932863547371861e-01 8.028645986417709546e-01 1.052011704233442035e+00 7.953975239534173403e-01
3.801107079628709973e-01 4.816458265294334962e-01 5.566343506939183117e-01 7.865478729388408752e-01 8.221378218463726295e-01 6.346087133321032248e-01 5.769159702457916650e-01 6.768315251411590738e-01 8.782961571291296732e-01 8.912037172284308362e-01 7.824419721872297728e-01 5.068876585648819377e-01 7.685943815084120834e-01 7.470672813896506170e-01 1.177528727392531005e+00 7.567364058410886996e-01
3.165690921689304216e-01 4.763257422642686034e-01 5.311323868366032430e-01 2.644529800949330101e-01 3.057278924978518164e-01 6.850743362782957258e-01 7.053800160333502101e-01 6.831113953263253658e-01 6.740982533704191759e-01 7.295749442992276457e-01 7.426304769460476685e-01 9.322174321618471593e-01 7.823731334007097971e-01 8.332517112578891050e-01 -4.780946971381938582e-02 8.217647807767609613e-01
3.444688009754098834e-01 4.954271007651059322e-01 5.568797970139790499e-01 8.716401648219468390e-01 9.258899498906297820e-01 6.800552710289331504e-01 9.374799764067133223e-01 8.002291212120484776e-01 9.586889340459974207e-01 8.886537302960449969e-01 8.083039276748408275e-01 1.723133898307908307e+00 9.441339894720166548e-01 8.475205685438236269e-01 1.479498717608271230e+00 7.898728929211680239e-01
2.817589168269549194e-01 4.885863827125253023e-01 5.422321443826491061e-01 8.166359919461824157e-01 7.587478589375856730e-01 5.832844910214013412e-01 7.068080223845397692e-01 6.793674293668491293e-01 7.045405462762209803e-01 8.078739560499635930e-01 7.511099913836519759e-01 5.828895575384874794e-01 7.894903561698194405e-01 8.211686551630659192e-01 1.618046183591637988e+00 7.801747364118317707e-01
3.566119142921844731e-01 4.843771940173316470e-01 5.582765548170256498e-01 7.003738783367258192e-01 5.971516613369542981e-01 5.950167229016706250e-01 5.367288460162168429e-01 5.396943543310736002e-01 5.940744352008230367e-01 4.863241674176476126e-01 7.279609646434407333e-01 7.662119300227239194e-01 6.544451882811872512e-01 7.104495897637458368e-01 1.147222052780059620e+00 7.889658517769877477e-01
2.651810118133443583e-01 4.714728634895221093e-01 5.473761832599535193e-01 3.547186051400791351e-01 7.453568681036354393e-01 6.342131982851939576e-01 6.860784805452075918e-01 6.015076209833477572e-01 5.103379671985263100e-01 7.493612234145506923e-01 8.226244202073038636e-01 6.606070073558979461e-01 7.753447164527280666e-01 7.947371299353156449e-01 2.938614567444557402e-01 8.453003752141420302e-01
3.827231832574426451e-01 4.781133051898711628e-01 5.129630525381364547e-01 2.710196061134795276e-01 3.648712711356449923e-01 6.669900507934395373e-01 2.651906073174005174e-01 5.858656657227298004e-01 4.240655437133299399e-01 3.731902549081177467e-01 7.144174300166559188e-01 5.751888366066033598e-01 6.940621510629683133e-01 7.441503931321635790e-01 8.264343725864607970e-01 7.986140079893634391e-01
3.638038400329260402e-01 4.950476801165953900e-01 5.300660325744246393e-01 3.185087730447266896e-01 -5.842615943830120617e-02 6.200092410254792741e-01 5.830402954436010310e-01 6.440754270428602490e-01 7.495226236987511115e-01 5.100267403182172643e-01 7.402762705532259790e-01 4.497192427049091501e-01 7.363190538492651038e-01 7.381167916760533743e-01 4.203598070922880403e-01 7.772283233727146357e-01
3.311391413210931778e-01 4.704755760396278630e-01 5.308357409465599419e-01 4.818154286565001776e-01 1.656136467510271881e-01 6.216148621424560927e-01 4.917630144696556460e-01 6.087117686601913880e-01 5.088785138640826711e-01 7.746568456647283663e-01 7.292473121137014180e-01 3.402804908603407341e-02 7.839124757024810153e-01 8.103776489135511296e-01 7.317786393363860942e-01 8.291282793107003224e-01
3.945928746926330444e-01 4.699591990457888113e-01 5.430618579318460259e-01 4.049974713645537738e-01 7.072219297002596550e-01 6.306955616669551734e-01 7.113193796673251690e-01 7.123741132722729574e-01 1.008666019777231693e+00 7.582766119236893365e-01 7.718112451152728815e-01 8.681715021985282332e-01 8.064702652461189780e-01 8.308452238348834618e-01 1.417132541050519112e+00 8.353348667489308710e-01
