# Model selection/average corrs:
1.000000000000000000e+00 9.847128362031127846e-01 -9.156872810550091835e-01
9.847128362031127846e-01 1.000000000000000000e+00 -9.591215546333831110e-01
-9.156872810550091835e-01 -9.591215546333831110e-01 1.000000000000000000e+00
1.000000000000000000e+00 9.877429924746932155e-01 -9.184410828262580262e-01
9.877429924746932155e-01 1.000000000000000000e+00 -9.658903741647197894e-01
-9.184410828262580262e-01 -9.658903741647197894e-01 1.000000000000000000e+00
