# Model selection/average corrs:
1.000000000000000000e+00 9.961391105811279179e-01 -9.408138643429371228e-01
9.961391105811279179e-01 1.000000000000000000e+00 -9.590830702482582293e-01
-9.408138643429371228e-01 -9.590830702482582293e-01 1.000000000000000000e+00
1.000000000000000000e+00 9.660799687794592305e-01 -8.768842862365079371e-01
9.660799687794592305e-01 1.000000000000000000e+00 -9.642608948214921316e-01
-8.768842862365079371e-01 -9.642608948214921316e-01 1.000000000000000000e+00
